9.264000073240000347e+04,2.071481075589999717e-04
9.264100048829999287e+04,2.072291772249999927e-04
9.264200024409999605e+04,2.073144174609999871e-04
9.264300000000000000e+04,2.073315134210000209e-04
9.264399975590000395e+04,2.072676362979999866e-04
9.264499951170000713e+04,2.072289369940000237e-04
9.264599926759999653e+04,2.071807620859999967e-04
9.264699902339999971e+04,2.071262065499999993e-04
9.264799877930000366e+04,2.071668564910000051e-04
9.264899853519999306e+04,2.072116529739999899e-04
9.264999829099999624e+04,2.073203371380000128e-04
9.265099804690000019e+04,2.073332627280000020e-04
9.265199780270000338e+04,2.073468797470000107e-04
9.265299755859999277e+04,2.074085896959999744e-04
9.265399731449999672e+04,2.073534482900000293e-04
9.265499707029999990e+04,2.072800569770000029e-04
9.265599682620000385e+04,2.073055999369999758e-04
9.265699658200000704e+04,2.073116979690000142e-04
9.265799633789999643e+04,2.075740880690000111e-04
9.265899609380000038e+04,2.076998052060000121e-04
9.265999584960000357e+04,2.076667992089999918e-04
9.266099560549999296e+04,2.075986315349999953e-04
9.266199536129999615e+04,2.075632474209999933e-04
9.266299511720000010e+04,2.071732762750000054e-04
9.266399487300000328e+04,2.067892240659999952e-04
9.266499462890000723e+04,2.066759274909999865e-04
9.266599438479999662e+04,2.068651517539999969e-04
9.266699414059999981e+04,2.073713709709999894e-04
9.266799389650000376e+04,2.075180470199999958e-04
9.266899365230000694e+04,2.075344129619999863e-04
9.266999340819999634e+04,2.075804447490000129e-04
9.267099316410000029e+04,2.075935863980000117e-04
9.267199291990000347e+04,2.075945760430000211e-04
9.267299267579999287e+04,2.076259379200000126e-04
9.267399243159999605e+04,2.076776300530000041e-04
9.267499218750000000e+04,2.077516790999999992e-04
9.267599194340000395e+04,2.077570321340000065e-04
9.267699169920000713e+04,2.077607846329999875e-04
9.267800244140000723e+04,2.077683814779999799e-04
9.267900219729999662e+04,2.077548548450000067e-04
9.268000195309999981e+04,2.076913626740000177e-04
9.268100170900000376e+04,2.076794269460000128e-04
9.268200146480000694e+04,2.076199509899999971e-04
9.268300122069999634e+04,2.074943204800000030e-04
9.268400097660000029e+04,2.074370690580000271e-04
9.268500073240000347e+04,2.074806211780000006e-04
9.268600048829999287e+04,2.075439025630000070e-04
9.268700024409999605e+04,2.076148092550000152e-04
9.268800000000000000e+04,2.077089006339999930e-04
9.268899975590000395e+04,2.077227675650000316e-04
9.268999951170000713e+04,2.077068057889999979e-04
9.269099926759999653e+04,2.076206333019999743e-04
9.269199902339999971e+04,2.075188594970000079e-04
9.269299877930000366e+04,2.074130970779999774e-04
9.269399853519999306e+04,2.075661020919999857e-04
9.269499829099999624e+04,2.077308448599999853e-04
9.269599804690000019e+04,2.077866643120000007e-04
9.269699780270000338e+04,2.078294433480000274e-04
9.269799755859999277e+04,2.078080748529999918e-04
9.269899731449999672e+04,2.077385805759999636e-04
9.269999707029999990e+04,2.076930199189999941e-04
9.270099682620000385e+04,2.077307923649999934e-04
9.270199658200000704e+04,2.078006224190000033e-04
9.270299633789999643e+04,2.078108231499999894e-04
9.270399609380000038e+04,2.077752571320000137e-04
9.270499584960000357e+04,2.077178810250000015e-04
9.270599560549999296e+04,2.076000491830000167e-04
9.270699536129999615e+04,2.073228792180000185e-04
9.270799511720000010e+04,2.063231519520000105e-04
9.270899487300000328e+04,2.041462636140000070e-04
9.270999462890000723e+04,2.001567393870000032e-04
9.271099438479999662e+04,1.942188756989999838e-04
9.271199414059999981e+04,1.865378352739999971e-04
9.271299389650000376e+04,1.787443684230000020e-04
9.271399365230000694e+04,1.714886645289999921e-04
9.271499340819999634e+04,1.646580131009999751e-04
9.271599316410000029e+04,1.581256729869999847e-04
9.271699291990000347e+04,1.510217342999999989e-04
9.271799267579999287e+04,1.438229504790000234e-04
9.271899243159999605e+04,1.389369670330000220e-04
9.271999218750000000e+04,1.329605051759999912e-04
9.272099194340000395e+04,1.283999628579999706e-04
9.272199169920000713e+04,1.214795303070000072e-04
9.272300244140000723e+04,1.169521895600000085e-04
9.272400219729999662e+04,1.122120995289999936e-04
9.272500195309999981e+04,1.071691041910000151e-04
9.272600170900000376e+04,1.016572972370000067e-04
9.272700146480000694e+04,9.573742813440001115e-05
9.272800122069999634e+04,8.954689502829999532e-05
9.272900097660000029e+04,8.324510265730001234e-05
9.273000073240000347e+04,7.733142713019999250e-05
9.273100048829999287e+04,7.181637686199998562e-05
9.273200024409999605e+04,6.694254523550000242e-05
9.273300000000000000e+04,6.260489548789999062e-05
9.273399975590000395e+04,5.860099435040000052e-05
