9.264000073240000347e+04,2.072009045059999876e-04
9.264100048829999287e+04,2.072289414010000165e-04
9.264200024409999605e+04,2.073389898449999917e-04
9.264300000000000000e+04,2.073712842800000161e-04
9.264399975590000395e+04,2.072863177450000099e-04
9.264499951170000713e+04,2.072549172960000137e-04
9.264599926759999653e+04,2.071783258020000169e-04
9.264699902339999971e+04,2.071515672109999935e-04
9.264799877930000366e+04,2.071944273799999968e-04
9.264899853519999306e+04,2.072630086199999885e-04
9.264999829099999624e+04,2.073525881600000087e-04
9.265099804690000019e+04,2.073563743259999772e-04
9.265199780270000338e+04,2.073698861160000202e-04
9.265299755859999277e+04,2.074086093229999780e-04
9.265399731449999672e+04,2.073591850140000018e-04
9.265499707029999990e+04,2.073317152589999749e-04
9.265599682620000385e+04,2.073282222110000119e-04
9.265699658200000704e+04,2.073615588700000105e-04
9.265799633789999643e+04,2.075677548170000008e-04
9.265899609380000038e+04,2.077452597830000271e-04
9.265999584960000357e+04,2.076967441350000096e-04
9.266099560549999296e+04,2.076398771049999805e-04
9.266199536129999615e+04,2.075881230789999865e-04
9.266299511720000010e+04,2.071419429679999767e-04
9.266399487300000328e+04,2.068428139680000399e-04
9.266499462890000723e+04,2.067033353559999983e-04
9.266599438479999662e+04,2.069050528290000029e-04
9.266699414059999981e+04,2.073775784440000185e-04
9.266799389650000376e+04,2.075615513849999824e-04
9.266899365230000694e+04,2.075876997919999718e-04
9.266999340819999634e+04,2.076159485040000028e-04
9.267099316410000029e+04,2.076310984700000081e-04
9.267199291990000347e+04,2.076213639169999790e-04
9.267299267579999287e+04,2.076451289240000106e-04
9.267399243159999605e+04,2.076708741479999930e-04
9.267499218750000000e+04,2.077654933829999832e-04
9.267599194340000395e+04,2.077979225079999920e-04
9.267699169920000713e+04,2.077920315899999763e-04
9.267800244140000723e+04,2.077917335319999829e-04
9.267900219729999662e+04,2.077747623239999933e-04
9.268000195309999981e+04,2.077438805020000124e-04
9.268100170900000376e+04,2.076910451769999999e-04
9.268200146480000694e+04,2.076164195629999964e-04
9.268300122069999634e+04,2.075093887719999799e-04
9.268400097660000029e+04,2.074952331790000121e-04
9.268500073240000347e+04,2.075353309359999961e-04
9.268600048829999287e+04,2.075639873670000006e-04
9.268700024409999605e+04,2.076599863870000047e-04
9.268800000000000000e+04,2.077271018379999996e-04
9.268899975590000395e+04,2.077364767929999973e-04
9.268999951170000713e+04,2.077245602269999956e-04
9.269099926759999653e+04,2.076555412820000192e-04
9.269199902339999971e+04,2.075489673829999850e-04
9.269299877930000366e+04,2.074201270630000036e-04
9.269399853519999306e+04,2.075933122449999868e-04
9.269499829099999624e+04,2.077530104279999904e-04
9.269599804690000019e+04,2.078108907350000045e-04
9.269699780270000338e+04,2.078628228699999864e-04
9.269799755859999277e+04,2.078437952769999976e-04
9.269899731449999672e+04,2.077724942520000066e-04
9.269999707029999990e+04,2.077427566640000021e-04
9.270099682620000385e+04,2.077797353869999968e-04
9.270199658200000704e+04,2.078231963110000000e-04
9.270299633789999643e+04,2.078606078609999844e-04
9.270399609380000038e+04,2.078335606219999820e-04
9.270499584960000357e+04,2.077439194290000093e-04
9.270599560549999296e+04,2.076455612720000225e-04
9.270699536129999615e+04,2.073278616730000036e-04
9.270799511720000010e+04,2.063845687210000301e-04
9.270899487300000328e+04,2.041762472129999943e-04
9.270999462890000723e+04,2.001346077280000092e-04
9.271099438479999662e+04,1.941204843110000140e-04
9.271199414059999981e+04,1.865316850659999744e-04
9.271299389650000376e+04,1.788321744829999866e-04
9.271399365230000694e+04,1.715145104399999989e-04
9.271499340819999634e+04,1.646882359890000083e-04
9.271599316410000029e+04,1.580798722030000254e-04
9.271699291990000347e+04,1.510561905669999770e-04
9.271799267579999287e+04,1.425693191570000056e-04
9.271899243159999605e+04,1.387496885840000093e-04
9.271999218750000000e+04,1.333427647439999763e-04
9.272099194340000395e+04,1.280782937619999982e-04
9.272199169920000713e+04,1.215137365540000020e-04
9.272300244140000723e+04,1.169543660619999859e-04
9.272400219729999662e+04,1.123708412699999889e-04
9.272500195309999981e+04,1.075121599579999943e-04
9.272600170900000376e+04,1.013462955490000022e-04
9.272700146480000694e+04,9.537122190180000040e-05
9.272800122069999634e+04,8.939022895939999246e-05
9.272900097660000029e+04,8.325024398799998763e-05
9.273000073240000347e+04,7.731572453609999475e-05
9.273100048829999287e+04,7.183101282050000276e-05
9.273200024409999605e+04,6.697099058440000646e-05
9.273300000000000000e+04,6.248928800120000042e-05
9.273399975590000395e+04,5.863143869530000488e-05
9.273499951170000713e+04,5.468146838079999966e-05
9.273599926759999653e+04,5.109164541900000617e-05
9.273699902339999971e+04,4.772848271799999987e-05
9.273799877930000366e+04,4.476390161059999308e-05
9.273899853519999306e+04,4.211175913959999478e-05
9.273999829099999624e+04,3.969414264400000179e-05
9.274099804690000019e+04,3.734713993789999260e-05
9.274199780270000338e+04,3.518353529269999569e-05
9.274299755859999277e+04,3.309993139560000525e-05
9.274399731449999672e+04,3.125261215320000220e-05
9.274499707029999990e+04,2.959349361409999943e-05
9.274599682620000385e+04,2.801713635449999695e-05
9.274699658200000704e+04,2.651634186780000066e-05
9.274799633789999643e+04,2.503685265259999974e-05
9.274899609380000038e+04,2.365789307550000066e-05
9.274999584960000357e+04,2.244869318760000157e-05
9.275099560549999296e+04,2.133414158759999811e-05
9.275199536129999615e+04,2.026587146230000069e-05
9.275299511720000010e+04,1.920310782339999786e-05
9.275399487300000328e+04,1.810341041759999680e-05
9.275499462890000723e+04,1.724158899929999940e-05
9.275599438479999662e+04,1.642384588739999977e-05
9.275699414059999981e+04,1.568398263699999969e-05
9.275799389650000376e+04,1.495925546080000046e-05
9.275899365230000694e+04,1.422423812750000105e-05
9.275999340819999634e+04,1.352580107810000161e-05
9.276099316410000029e+04,1.287594394870000201e-05
9.276199291990000347e+04,1.228449683109999978e-05
9.276299267579999287e+04,1.173927141890000032e-05
9.276399243159999605e+04,1.121858177800000022e-05
9.276499218750000000e+04,1.068148123000000002e-05
9.276599194340000395e+04,1.017893881610000267e-05
9.276699169920000713e+04,9.686136168990000476e-06
9.276800244140000723e+04,9.282763026950000609e-06
9.276900219729999662e+04,8.886848855759999532e-06
9.277000195309999981e+04,8.539211337840000308e-06
9.277100170900000376e+04,8.110645831049999324e-06
9.277200146480000694e+04,7.732596475740000495e-06
9.277300122069999634e+04,7.449284417310000182e-06
9.277400097660000029e+04,7.114340673240000284e-06
9.277500073240000347e+04,6.848489470549999535e-06
9.277600048829999287e+04,6.553858774569999602e-06
9.277700024409999605e+04,6.284701976640000006e-06
9.277800000000000000e+04,6.031940699279999599e-06
9.277899975590000395e+04,5.780519254690000381e-06
9.277999951170000713e+04,5.526536018970000474e-06
9.278099926759999653e+04,5.321227593440000172e-06
9.278199902339999971e+04,5.122042623659999997e-06
9.278299877930000366e+04,4.921419175430000303e-06
9.278399853519999306e+04,4.694680545329999980e-06
9.278499829099999624e+04,4.527181401309999888e-06
9.278599804690000019e+04,4.352023669130000285e-06
9.278699780270000338e+04,4.207175121929999818e-06
