Datetime(local),Datetime(UTC),Position_filter_1,Position_filter_2,Flux,UID
2022-03-11T09:08:346,2022-03-11T14:08:346,92939.9934082,--,4.8156490203E-08,--
2022-03-11T09:08:347,2022-03-11T14:08:347,92940.9931641,--,4.8605347533E-08,--
2022-03-11T09:08:348,2022-03-11T14:08:348,92941.9929199,--,4.84653699802E-08,--
2022-03-11T09:08:349,2022-03-11T14:08:349,92942.9926758,--,4.57192609332E-08,--
2022-03-11T09:08:350,2022-03-11T14:08:350,92943.9924316,--,5.11475971548E-08,--
2022-03-11T09:08:351,2022-03-11T14:08:351,92944.9921875,--,4.27046888357E-08,--
2022-03-11T09:08:352,2022-03-11T14:08:352,92945.9919434,--,3.96394031036E-08,--
2022-03-11T09:08:353,2022-03-11T14:08:353,92946.9916992,--,3.93865047528E-08,--
2022-03-11T09:08:354,2022-03-11T14:08:354,92948.0024414,--,3.91494574641E-08,--
2022-03-11T09:08:355,2022-03-11T14:08:355,92949.0021973,--,3.91423699887E-08,--
2022-03-11T09:08:356,2022-03-11T14:08:356,92950.0019531,--,3.243718660673E-08,--
2022-03-11T09:08:357,2022-03-11T14:08:357,92951.001709,--,3.34245008595E-08,--
2022-03-11T09:08:358,2022-03-11T14:08:358,92952.0014648,--,3.347243655354E-08,--
2022-03-11T09:08:359,2022-03-11T14:08:359,92953.0012207,--,4.2754684225E-08,--
2022-03-11T09:08:360,2022-03-11T14:08:360,92954.0009766,--,4.14618416559E-08,--
2022-03-11T09:08:361,2022-03-11T14:08:361,92955.0007324,--,3.93615546303E-08,--
2022-03-11T09:08:362,2022-03-11T14:08:362,92956.0004883,--,3.66943649915E-08,--
2022-03-11T09:08:363,2022-03-11T14:08:363,92957.0002441,--,3.950751841E-08,--
2022-03-11T09:08:364,2022-03-11T14:08:364,92958,--,4.41792671871E-08,--
2022-03-11T09:08:365,2022-03-11T14:08:365,92958.9997559,--,3.82698438077E-08,--
2022-03-11T09:08:366,2022-03-11T14:08:366,92959.9995117,--,3.6065207793E-08,--
2022-03-11T09:08:367,2022-03-11T14:08:367,92960.9992676,--,4.06952934926E-08,--
2022-03-11T09:08:368,2022-03-11T14:08:368,92961.9990234,--,3.5617738948E-08,--
2022-03-11T09:08:369,2022-03-11T14:08:369,92962.9987793,--,3.99545086237E-08,--
2022-03-11T09:08:370,2022-03-11T14:08:370,92963.9985352,--,3.62671533099E-08,--
2022-03-11T09:08:371,2022-03-11T14:08:371,92964.998291,--,3.460652877726E-08,--
2022-03-11T09:08:372,2022-03-11T14:08:372,92965.9980469,--,3.42092463468E-08,--
2022-03-11T09:08:373,2022-03-11T14:08:373,92966.9978027,--,6.91530420906E-08,--
2022-03-11T09:08:374,2022-03-11T14:08:374,92967.9975586,--,2.24266624792E-07,--
2022-03-11T09:08:375,2022-03-11T14:08:375,92968.9973145,--,6.2642561564E-07,--
2022-03-11T09:08:376,2022-03-11T14:08:376,92969.9970703,--,1.25452065655E-06,--
2022-03-11T09:08:377,2022-03-11T14:08:377,92970.9968262,--,1.84367335636E-06,--
2022-03-11T09:08:378,2022-03-11T14:08:378,92971.996582,--,2.18436805049E-06,--
2022-03-11T09:08:379,2022-03-11T14:08:379,92972.9963379,--,2.24423427442E-06,--
2022-03-11T09:08:380,2022-03-11T14:08:380,92973.9960938,--,2.20417015317E-06,--
2022-03-11T09:08:381,2022-03-11T14:08:381,92974.9958496,--,2.18322937612E-06,--
2022-03-11T09:08:382,2022-03-11T14:08:382,92975.9956055,--,2.14685174715E-06,--
2022-03-11T09:08:383,2022-03-11T14:08:383,92976.9953613,--,2.11536267291E-06,--
2022-03-11T09:08:384,2022-03-11T14:08:384,92977.9951172,--,2.08731216046E-06,--
2022-03-11T09:08:385,2022-03-11T14:08:385,92978.994873,--,2.05497072984E-06,--
2022-03-11T09:08:386,2022-03-11T14:08:386,92979.9946289,--,2.01810102669E-06,--
2022-03-11T09:08:387,2022-03-11T14:08:387,92980.9943848,--,2.01137257823E-06,--
2022-03-11T09:08:388,2022-03-11T14:08:388,92981.9941406,--,2.04906534642E-06,--
2022-03-11T09:08:389,2022-03-11T14:08:389,92982.9938965,--,3.58648938331E-06,--
2022-03-11T09:08:390,2022-03-11T14:08:390,92983.9936523,--,9.78707956807E-06,--
2022-03-11T09:08:391,2022-03-11T14:08:391,92984.9934082,--,3.5192025488E-05,--
2022-03-11T09:08:392,2022-03-11T14:08:392,92985.9931641,--,8.84152760832E-05,--
2022-03-11T09:08:393,2022-03-11T14:08:393,92986.9929199,--,0.000167939813521,--
2022-03-11T09:08:394,2022-03-11T14:08:394,92987.9926758,--,0.0001976178449,--
2022-03-11T09:08:395,2022-03-11T14:08:395,92988.9924316,--,0.000206141557049,--
2022-03-11T09:08:396,2022-03-11T14:08:396,92989.9921875,--,0.000207138603126,--
2022-03-11T09:08:397,2022-03-11T14:08:397,92990.9919434,--,0.000207167298604,--
2022-03-11T09:08:398,2022-03-11T14:08:398,92991.9916992,--,0.000207066845282,--
2022-03-11T09:08:399,2022-03-11T14:08:399,92993.0024414,--,0.000207036996932,--
2022-03-11T09:08:400,2022-03-11T14:08:400,92994.0021973,--,0.000207018656774,--
2022-03-11T09:08:401,2022-03-11T14:08:401,92995.0019531,--,0.000207080016008,--
2022-03-11T09:08:402,2022-03-11T14:08:402,92996.001709,--,0.000207188488401,--
2022-03-11T09:08:403,2022-03-11T14:08:403,92997.0014648,--,0.000207146584242,--
2022-03-11T09:08:404,2022-03-11T14:08:404,92998.0012207,--,0.000207091499908,--
2022-03-11T09:08:405,2022-03-11T14:08:405,92999.0009766,--,0.000207073841607,--
2022-03-11T09:08:406,2022-03-11T14:08:406,93000.0007324,--,0.000207190275834,--
