Datetime(local),Datetime(UTC),Position_filter_1,Position_filter_2,Flux,UID
2022-03-11T09:08:116,2022-03-11T14:08:116,92709.9946289,--,0.000200134607728,--
2022-03-11T09:08:117,2022-03-11T14:08:117,92710.9943848,--,0.000194120484311,--
2022-03-11T09:08:118,2022-03-11T14:08:118,92711.9941406,--,0.000186531685066,--
2022-03-11T09:08:119,2022-03-11T14:08:119,92712.9938965,--,0.000178832174483,--
2022-03-11T09:08:120,2022-03-11T14:08:120,92713.9936523,--,0.00017151451044,--
2022-03-11T09:08:121,2022-03-11T14:08:121,92714.9934082,--,0.000164688235989,--
2022-03-11T09:08:122,2022-03-11T14:08:122,92715.9931641,--,0.000158079872203,--
2022-03-11T09:08:123,2022-03-11T14:08:123,92716.9929199,--,0.000151056190567,--
2022-03-11T09:08:124,2022-03-11T14:08:124,92717.9926758,--,0.000142569319157,--
2022-03-11T09:08:125,2022-03-11T14:08:125,92718.9924316,--,0.000138749688584,--
2022-03-11T09:08:126,2022-03-11T14:08:126,92719.9921875,--,0.000133342764744,--
2022-03-11T09:08:127,2022-03-11T14:08:127,92720.9919434,--,0.000128078293762,--
2022-03-11T09:08:128,2022-03-11T14:08:128,92721.9916992,--,0.000121513736554,--
2022-03-11T09:08:129,2022-03-11T14:08:129,92723.0024414,--,0.000116954366062,--
2022-03-11T09:08:130,2022-03-11T14:08:130,92724.0021973,--,0.00011237084127,--
2022-03-11T09:08:131,2022-03-11T14:08:131,92725.0019531,--,0.000107512159958,--
2022-03-11T09:08:132,2022-03-11T14:08:132,92726.001709,--,0.000101346295549,--
2022-03-11T09:08:133,2022-03-11T14:08:133,92727.0014648,--,9.53712219018E-05,--
2022-03-11T09:08:134,2022-03-11T14:08:134,92728.0012207,--,8.93902289594E-05,--
2022-03-11T09:08:135,2022-03-11T14:08:135,92729.0009766,--,8.3250243988E-05,--
2022-03-11T09:08:136,2022-03-11T14:08:136,92730.0007324,--,7.73157245361E-05,--
2022-03-11T09:08:137,2022-03-11T14:08:137,92731.0004883,--,7.18310128205E-05,--
2022-03-11T09:08:138,2022-03-11T14:08:138,92732.0002441,--,6.69709905844E-05,--
2022-03-11T09:08:139,2022-03-11T14:08:139,92733,--,6.24892880012E-05,--
2022-03-11T09:08:140,2022-03-11T14:08:140,92733.9997559,--,5.86314386953E-05,--
2022-03-11T09:08:141,2022-03-11T14:08:141,92734.9995117,--,5.46814683808E-05,--
2022-03-11T09:08:142,2022-03-11T14:08:142,92735.9992676,--,5.1091645419E-05,--
2022-03-11T09:08:143,2022-03-11T14:08:143,92736.9990234,--,4.7728482718E-05,--
2022-03-11T09:08:144,2022-03-11T14:08:144,92737.9987793,--,4.47639016106E-05,--
2022-03-11T09:08:145,2022-03-11T14:08:145,92738.9985352,--,4.21117591396E-05,--
2022-03-11T09:08:146,2022-03-11T14:08:146,92739.998291,--,3.9694142644E-05,--
2022-03-11T09:08:147,2022-03-11T14:08:147,92740.9980469,--,3.73471399379E-05,--
2022-03-11T09:08:148,2022-03-11T14:08:148,92741.9978027,--,3.51835352927E-05,--
2022-03-11T09:08:149,2022-03-11T14:08:149,92742.9975586,--,3.30999313956E-05,--
2022-03-11T09:08:150,2022-03-11T14:08:150,92743.9973145,--,3.12526121532E-05,--
2022-03-11T09:08:151,2022-03-11T14:08:151,92744.9970703,--,2.95934936141E-05,--
2022-03-11T09:08:152,2022-03-11T14:08:152,92745.9968262,--,2.80171363545E-05,--
2022-03-11T09:08:153,2022-03-11T14:08:153,92746.996582,--,2.65163418678E-05,--
2022-03-11T09:08:154,2022-03-11T14:08:154,92747.9963379,--,2.50368526526E-05,--
2022-03-11T09:08:155,2022-03-11T14:08:155,92748.9960938,--,2.36578930755E-05,--
2022-03-11T09:08:156,2022-03-11T14:08:156,92749.9958496,--,2.24486931876E-05,--
2022-03-11T09:08:157,2022-03-11T14:08:157,92750.9956055,--,2.13341415876E-05,--
2022-03-11T09:08:158,2022-03-11T14:08:158,92751.9953613,--,2.02658714623E-05,--
2022-03-11T09:08:159,2022-03-11T14:08:159,92752.9951172,--,1.92031078234E-05,--
2022-03-11T09:08:160,2022-03-11T14:08:160,92753.994873,--,1.81034104176E-05,--
2022-03-11T09:08:161,2022-03-11T14:08:161,92754.9946289,--,1.72415889993E-05,--
2022-03-11T09:08:162,2022-03-11T14:08:162,92755.9943848,--,1.64238458874E-05,--
2022-03-11T09:08:163,2022-03-11T14:08:163,92756.9941406,--,1.5683982637E-05,--
2022-03-11T09:08:164,2022-03-11T14:08:164,92757.9938965,--,1.49592554608E-05,--
2022-03-11T09:08:165,2022-03-11T14:08:165,92758.9936523,--,1.42242381275E-05,--
2022-03-11T09:08:166,2022-03-11T14:08:166,92759.9934082,--,1.35258010781E-05,--
2022-03-11T09:08:167,2022-03-11T14:08:167,92760.9931641,--,1.28759439487E-05,--
2022-03-11T09:08:168,2022-03-11T14:08:168,92761.9929199,--,1.22844968311E-05,--
2022-03-11T09:08:169,2022-03-11T14:08:169,92762.9926758,--,1.17392714189E-05,--
2022-03-11T09:08:170,2022-03-11T14:08:170,92763.9924316,--,1.1218581778E-05,--
2022-03-11T09:08:171,2022-03-11T14:08:171,92764.9921875,--,1.068148123E-05,--
2022-03-11T09:08:172,2022-03-11T14:08:172,92765.9919434,--,1.01789388161E-05,--
2022-03-11T09:08:173,2022-03-11T14:08:173,92766.9916992,--,9.68613616899E-06,--
2022-03-11T09:08:174,2022-03-11T14:08:174,92768.0024414,--,9.28276302695E-06,--
2022-03-11T09:08:175,2022-03-11T14:08:175,92769.0021973,--,8.88684885576E-06,--
2022-03-11T09:08:176,2022-03-11T14:08:176,92770.0019531,--,8.53921133784E-06,--
2022-03-11T09:08:177,2022-03-11T14:08:177,92771.001709,--,8.11064583105E-06,--
2022-03-11T09:08:178,2022-03-11T14:08:178,92772.0014648,--,7.73259647574E-06,--
2022-03-11T09:08:179,2022-03-11T14:08:179,92773.0012207,--,7.44928441731E-06,--
2022-03-11T09:08:180,2022-03-11T14:08:180,92774.0009766,--,7.11434067324E-06,--
2022-03-11T09:08:181,2022-03-11T14:08:181,92775.0007324,--,6.84848947055E-06,--
2022-03-11T09:08:182,2022-03-11T14:08:182,92776.0004883,--,6.55385877457E-06,--
2022-03-11T09:08:183,2022-03-11T14:08:183,92777.0002441,--,6.28470197664E-06,--
2022-03-11T09:08:184,2022-03-11T14:08:184,92778,--,6.03194069928E-06,--
2022-03-11T09:08:185,2022-03-11T14:08:185,92778.9997559,--,5.78051925469E-06,--
2022-03-11T09:08:186,2022-03-11T14:08:186,92779.9995117,--,5.52653601897E-06,--
2022-03-11T09:08:187,2022-03-11T14:08:187,92780.9992676,--,5.32122759344E-06,--
2022-03-11T09:08:188,2022-03-11T14:08:188,92781.9990234,--,5.12204262366E-06,--
2022-03-11T09:08:189,2022-03-11T14:08:189,92782.9987793,--,4.92141917543E-06,--
2022-03-11T09:08:190,2022-03-11T14:08:190,92783.9985352,--,4.69468054533E-06,--
2022-03-11T09:08:191,2022-03-11T14:08:191,92784.998291,--,4.52718140131E-06,--
2022-03-11T09:08:192,2022-03-11T14:08:192,92785.9980469,--,4.35202366913E-06,--
2022-03-11T09:08:193,2022-03-11T14:08:193,92786.9978027,--,4.20717512193E-06,--
2022-03-11T09:08:194,2022-03-11T14:08:194,92787.9975586,--,4.04638275848E-06,--
2022-03-11T09:08:195,2022-03-11T14:08:195,92788.9973145,--,3.87537490878E-06,--
2022-03-11T09:08:196,2022-03-11T14:08:196,92789.9970703,--,3.70579067714E-06,--
2022-03-11T09:08:197,2022-03-11T14:08:197,92790.9968262,--,3.59277079376E-06,--
2022-03-11T09:08:198,2022-03-11T14:08:198,92791.996582,--,3.45366642778E-06,--
2022-03-11T09:08:199,2022-03-11T14:08:199,92792.9963379,--,3.32629803829E-06,--
2022-03-11T09:08:200,2022-03-11T14:08:200,92793.9960938,--,3.18559745235E-06,--
2022-03-11T09:08:201,2022-03-11T14:08:201,92794.9958496,--,3.06798113979E-06,--
2022-03-11T09:08:202,2022-03-11T14:08:202,92795.9956055,--,2.95500012422E-06,--
2022-03-11T09:08:203,2022-03-11T14:08:203,92796.9953613,--,2.84405854936E-06,--
2022-03-11T09:08:204,2022-03-11T14:08:204,92797.9951172,--,2.73313904936E-06,--
2022-03-11T09:08:205,2022-03-11T14:08:205,92798.994873,--,2.64238902884E-06,--
2022-03-11T09:08:206,2022-03-11T14:08:206,92799.9946289,--,2.55537541287E-06,--
2022-03-11T09:08:207,2022-03-11T14:08:207,92800.9943848,--,2.46181468572E-06,--
2022-03-11T09:08:208,2022-03-11T14:08:208,92801.9941406,--,2.37510469847E-06,--
2022-03-11T09:08:209,2022-03-11T14:08:209,92802.9938965,--,2.27924255409E-06,--
2022-03-11T09:08:210,2022-03-11T14:08:210,92803.9936523,--,2.21190535713E-06,--
2022-03-11T09:08:211,2022-03-11T14:08:211,92804.9934082,--,2.14292201742E-06,--
2022-03-11T09:08:212,2022-03-11T14:08:212,92805.9931641,--,2.06615219571E-06,--
2022-03-11T09:08:213,2022-03-11T14:08:213,92806.9929199,--,1.98820578854E-06,--
2022-03-11T09:08:214,2022-03-11T14:08:214,92807.9926758,--,1.91903445213E-06,--
2022-03-11T09:08:215,2022-03-11T14:08:215,92808.9924316,--,1.86396513278E-06,--
2022-03-11T09:08:216,2022-03-11T14:08:216,92809.9921875,--,1.76229318157E-06,--
2022-03-11T09:08:217,2022-03-11T14:08:217,92810.9919434,--,1.70394222623E-06,--
2022-03-11T09:08:218,2022-03-11T14:08:218,92811.9916992,--,1.63456095711E-06,--
2022-03-11T09:08:219,2022-03-11T14:08:219,92813.0024414,--,1.57394440775E-06,--
2022-03-11T09:08:220,2022-03-11T14:08:220,92814.0021973,--,1.52944046508E-06,--
2022-03-11T09:08:221,2022-03-11T14:08:221,92815.0019531,--,1.4751763535E-06,--
2022-03-11T09:08:222,2022-03-11T14:08:222,92816.001709,--,1.4288460467E-06,--
2022-03-11T09:08:223,2022-03-11T14:08:223,92817.0014648,--,1.3870895553E-06,--
2022-03-11T09:08:224,2022-03-11T14:08:224,92818.0012207,--,1.34265998489E-06,--
2022-03-11T09:08:225,2022-03-11T14:08:225,92819.0009766,--,1.29476564959E-06,--
2022-03-11T09:08:226,2022-03-11T14:08:226,92820.0007324,--,1.25839089826E-06,--
2022-03-11T09:08:227,2022-03-11T14:08:227,92821.0004883,--,1.20581403442E-06,--
2022-03-11T09:08:228,2022-03-11T14:08:228,92822.0002441,--,1.17094259934E-06,--
2022-03-11T09:08:229,2022-03-11T14:08:229,92823,--,1.14054111762E-06,--
2022-03-11T09:08:230,2022-03-11T14:08:230,92823.9997559,--,1.10472887759E-06,--
2022-03-11T09:08:231,2022-03-11T14:08:231,92824.9995117,--,1.06569215796E-06,--
2022-03-11T09:08:232,2022-03-11T14:08:232,92825.9992676,--,1.022022481162E-06,--
2022-03-11T09:08:233,2022-03-11T14:08:233,92826.9990234,--,9.85961212227E-07,--
2022-03-11T09:08:234,2022-03-11T14:08:234,92827.9987793,--,9.61557353021E-07,--
2022-03-11T09:08:235,2022-03-11T14:08:235,92828.9985352,--,9.33484816858E-07,--
2022-03-11T09:08:236,2022-03-11T14:08:236,92829.998291,--,9.06936232422E-07,--
2022-03-11T09:08:237,2022-03-11T14:08:237,92830.9980469,--,8.73303473849E-07,--
2022-03-11T09:08:238,2022-03-11T14:08:238,92831.9978027,--,8.4659173341E-07,--
2022-03-11T09:08:239,2022-03-11T14:08:239,92832.9975586,--,8.24717245397E-07,--
2022-03-11T09:08:240,2022-03-11T14:08:240,92833.9973145,--,8.01961275612E-07,--
2022-03-11T09:08:241,2022-03-11T14:08:241,92834.9970703,--,7.75454733161E-07,--
2022-03-11T09:08:242,2022-03-11T14:08:242,92835.9968262,--,7.50057385337E-07,--
2022-03-11T09:08:243,2022-03-11T14:08:243,92836.996582,--,7.30301399653E-07,--
2022-03-11T09:08:244,2022-03-11T14:08:244,92837.9963379,--,7.03898199164E-07,--
2022-03-11T09:08:245,2022-03-11T14:08:245,92838.9960938,--,6.89069377923E-07,--
2022-03-11T09:08:246,2022-03-11T14:08:246,92839.9958496,--,6.69167743517E-07,--
2022-03-11T09:08:247,2022-03-11T14:08:247,92840.9956055,--,6.47551228309E-07,--
2022-03-11T09:08:248,2022-03-11T14:08:248,92841.9953613,--,6.25198140426E-07,--
2022-03-11T09:08:249,2022-03-11T14:08:249,92842.9951172,--,6.10808313464E-07,--
2022-03-11T09:08:250,2022-03-11T14:08:250,92843.994873,--,5.82360378174E-07,--
2022-03-11T09:08:251,2022-03-11T14:08:251,92844.9946289,--,5.58622746822E-07,--
2022-03-11T09:08:252,2022-03-11T14:08:252,92845.9943848,--,5.40803872569E-07,--
2022-03-11T09:08:253,2022-03-11T14:08:253,92846.9941406,--,5.23589494159E-07,--
2022-03-11T09:08:254,2022-03-11T14:08:254,92847.9938965,--,5.1101779696E-07,--
2022-03-11T09:08:255,2022-03-11T14:08:255,92848.9936523,--,4.99855642783E-07,--
2022-03-11T09:08:256,2022-03-11T14:08:256,92849.9934082,--,4.86080940637E-07,--
2022-03-11T09:08:257,2022-03-11T14:08:257,92850.9931641,--,4.72388368217E-07,--
2022-03-11T09:08:258,2022-03-11T14:08:258,92851.9929199,--,4.61182971847E-07,--
2022-03-11T09:08:259,2022-03-11T14:08:259,92852.9926758,--,4.52629968673E-07,--
2022-03-11T09:08:260,2022-03-11T14:08:260,92853.9924316,--,4.30093948304E-07,--
2022-03-11T09:08:261,2022-03-11T14:08:261,92854.9921875,--,4.12796914132E-07,--
2022-03-11T09:08:262,2022-03-11T14:08:262,92855.9919434,--,4.14581281402E-07,--
2022-03-11T09:08:263,2022-03-11T14:08:263,92856.9916992,--,3.93511555317E-07,--
2022-03-11T09:08:264,2022-03-11T14:08:264,92858.0024414,--,3.83889731205E-07,--
2022-03-11T09:08:265,2022-03-11T14:08:265,92859.0021973,--,3.70018199582E-07,--
2022-03-11T09:08:266,2022-03-11T14:08:266,92860.0019531,--,3.70760086851E-07,--
2022-03-11T09:08:267,2022-03-11T14:08:267,92861.001709,--,3.52994943364E-07,--
2022-03-11T09:08:268,2022-03-11T14:08:268,92862.0014648,--,3.48131545785E-07,--
2022-03-11T09:08:269,2022-03-11T14:08:269,92863.0012207,--,3.36889707409E-07,--
2022-03-11T09:08:270,2022-03-11T14:08:270,92864.0009766,--,3.20266223186E-07,--
2022-03-11T09:08:271,2022-03-11T14:08:271,92865.0007324,--,3.20672602725E-07,--
2022-03-11T09:08:272,2022-03-11T14:08:272,92866.0004883,--,3.06257106112E-07,--
2022-03-11T09:08:273,2022-03-11T14:08:273,92867.0002441,--,3.0154465421E-07,--
2022-03-11T09:08:274,2022-03-11T14:08:274,92868,--,2.87917824163E-07,--
2022-03-11T09:08:275,2022-03-11T14:08:275,92868.9997559,--,2.79332584693E-07,--
2022-03-11T09:08:276,2022-03-11T14:08:276,92869.9995117,--,2.73763406652E-07,--
2022-03-11T09:08:277,2022-03-11T14:08:277,92870.9992676,--,2.74081097584E-07,--
2022-03-11T09:08:278,2022-03-11T14:08:278,92871.9990234,--,2.63823841734E-07,--
2022-03-11T09:08:279,2022-03-11T14:08:279,92872.9987793,--,2.65449220759E-07,--
2022-03-11T09:08:280,2022-03-11T14:08:280,92873.9985352,--,2.51149997775E-07,--
2022-03-11T09:08:281,2022-03-11T14:08:281,92874.998291,--,2.43836249737E-07,--
2022-03-11T09:08:282,2022-03-11T14:08:282,92875.9980469,--,2.37339715084E-07,--
2022-03-11T09:08:283,2022-03-11T14:08:283,92876.9978027,--,2.29397815168E-07,--
2022-03-11T09:08:284,2022-03-11T14:08:284,92877.9975586,--,2.25513064163E-07,--
2022-03-11T09:08:285,2022-03-11T14:08:285,92878.9973145,--,2.18540471473E-07,--
2022-03-11T09:08:286,2022-03-11T14:08:286,92879.9970703,--,2.20762587504E-07,--
2022-03-11T09:08:287,2022-03-11T14:08:287,92880.9968262,--,2.09991729788E-07,--
2022-03-11T09:08:288,2022-03-11T14:08:288,92881.996582,--,2.04433185575E-07,--
2022-03-11T09:08:289,2022-03-11T14:08:289,92882.9963379,--,2.01330642082E-07,--
2022-03-11T09:08:290,2022-03-11T14:08:290,92883.9960938,--,1.98090899868E-07,--
2022-03-11T09:08:291,2022-03-11T14:08:291,92884.9958496,--,1.82566980073E-07,--
2022-03-11T09:08:292,2022-03-11T14:08:292,92885.9956055,--,1.83898324181E-07,--
2022-03-11T09:08:293,2022-03-11T14:08:293,92886.9953613,--,1.76921995538E-07,--
2022-03-11T09:08:294,2022-03-11T14:08:294,92887.9951172,--,1.7453054882E-07,--
2022-03-11T09:08:295,2022-03-11T14:08:295,92888.994873,--,1.6957486873E-07,--
2022-03-11T09:08:296,2022-03-11T14:08:296,92889.9946289,--,1.61508362528E-07,--
2022-03-11T09:08:297,2022-03-11T14:08:297,92890.9943848,--,1.63739577545E-07,--
2022-03-11T09:08:298,2022-03-11T14:08:298,92891.9941406,--,1.58582432637E-07,--
2022-03-11T09:08:299,2022-03-11T14:08:299,92892.9938965,--,1.46839873295E-07,--
2022-03-11T09:08:300,2022-03-11T14:08:300,92893.9936523,--,1.47951265907E-07,--
2022-03-11T09:08:301,2022-03-11T14:08:301,92894.9934082,--,1.40974555959E-07,--
2022-03-11T09:08:302,2022-03-11T14:08:302,92895.9931641,--,1.36777572132E-07,--
2022-03-11T09:08:303,2022-03-11T14:08:303,92896.9929199,--,1.42276448829E-07,--
2022-03-11T09:08:304,2022-03-11T14:08:304,92897.9926758,--,1.31867867081E-07,--
2022-03-11T09:08:305,2022-03-11T14:08:305,92898.9924316,--,1.2935990533E-07,--
2022-03-11T09:08:306,2022-03-11T14:08:306,92899.9921875,--,1.2417958269E-07,--
2022-03-11T09:08:307,2022-03-11T14:08:307,92900.9919434,--,1.169388630629E-07,--
2022-03-11T09:08:308,2022-03-11T14:08:308,92901.9916992,--,1.17823505217E-07,--
2022-03-11T09:08:309,2022-03-11T14:08:309,92903.0024414,--,1.169530870482E-07,--
2022-03-11T09:08:310,2022-03-11T14:08:310,92904.0021973,--,1.091339720409E-07,--
2022-03-11T09:08:311,2022-03-11T14:08:311,92905.0019531,--,1.070271238455E-07,--
2022-03-11T09:08:312,2022-03-11T14:08:312,92906.001709,--,1.007870315737E-07,--
2022-03-11T09:08:313,2022-03-11T14:08:313,92907.0014648,--,1.033249229601E-07,--
2022-03-11T09:08:314,2022-03-11T14:08:314,92908.0012207,--,9.86982859672E-08,--
2022-03-11T09:08:315,2022-03-11T14:08:315,92909.0009766,--,1.020448202792E-07,--
2022-03-11T09:08:316,2022-03-11T14:08:316,92910.0007324,--,1.091548511286E-07,--
2022-03-11T09:08:317,2022-03-11T14:08:317,92911.0004883,--,1.007782204776E-07,--
2022-03-11T09:08:318,2022-03-11T14:08:318,92912.0002441,--,9.84768497372E-08,--
2022-03-11T09:08:319,2022-03-11T14:08:319,92913,--,9.8255796912E-08,--
2022-03-11T09:08:320,2022-03-11T14:08:320,92913.9997559,--,9.45169617944E-08,--
2022-03-11T09:08:321,2022-03-11T14:08:321,92914.9995117,--,8.82267790217E-08,--
2022-03-11T09:08:322,2022-03-11T14:08:322,92915.9992676,--,9.31145509388E-08,--
2022-03-11T09:08:323,2022-03-11T14:08:323,92916.9990234,--,9.50297503759E-08,--
2022-03-11T09:08:324,2022-03-11T14:08:324,92917.9987793,--,8.63713438273E-08,--
2022-03-11T09:08:325,2022-03-11T14:08:325,92918.9985352,--,8.25305547769E-08,--
2022-03-11T09:08:326,2022-03-11T14:08:326,92919.998291,--,8.20403700442E-08,--
2022-03-11T09:08:327,2022-03-11T14:08:327,92920.9980469,--,8.655892303E-08,--
2022-03-11T09:08:328,2022-03-11T14:08:328,92921.9978027,--,8.57083305394E-08,--
2022-03-11T09:08:329,2022-03-11T14:08:329,92922.9975586,--,8.62259557821E-08,--
2022-03-11T09:08:330,2022-03-11T14:08:330,92923.9973145,--,6.88676753489E-08,--
2022-03-11T09:08:331,2022-03-11T14:08:331,92924.9970703,--,7.7892041845E-08,--
2022-03-11T09:08:332,2022-03-11T14:08:332,92925.9968262,--,7.12409256409E-08,--
2022-03-11T09:08:333,2022-03-11T14:08:333,92926.996582,--,7.21521449806E-08,--
2022-03-11T09:08:334,2022-03-11T14:08:334,92927.9963379,--,7.02604601068E-08,--
2022-03-11T09:08:335,2022-03-11T14:08:335,92928.9960938,--,6.78072837996E-08,--
2022-03-11T09:08:336,2022-03-11T14:08:336,92929.9958496,--,6.13630926478E-08,--
2022-03-11T09:08:337,2022-03-11T14:08:337,92930.9956055,--,6.17149284286E-08,--
2022-03-11T09:08:338,2022-03-11T14:08:338,92931.9953613,--,6.12313513829E-08,--
2022-03-11T09:08:339,2022-03-11T14:08:339,92932.9951172,--,5.73265831598E-08,--
2022-03-11T09:08:340,2022-03-11T14:08:340,92933.994873,--,5.84176236641E-08,--
2022-03-11T09:08:341,2022-03-11T14:08:341,92934.9946289,--,5.55313448068E-08,--
2022-03-11T09:08:342,2022-03-11T14:08:342,92935.9943848,--,5.5032539996E-08,--
2022-03-11T09:08:343,2022-03-11T14:08:343,92936.9941406,--,4.49758901579E-08,--
2022-03-11T09:08:344,2022-03-11T14:08:344,92937.9938965,--,4.48991726736E-08,--
2022-03-11T09:08:345,2022-03-11T14:08:345,92938.9936523,--,4.98802799704E-08,--
